1321333739	20260902	202609	2026	2026.6630	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	050	050	05	1	3.5	8	1	8	-2.10859251449657	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260903171500	https://www.nbcnews.com/politics/trump-administration/live-blog/trump-congress-2026-midterm-election-iran-live-updates-rcna595790/
1321333740	20260903	202609	2026	2026.6658											AGR	FISHER						AGR			0	036	036	03	1	4.0	6	1	6	1.63934426229508	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20260903171500	https://wwd.com/fashion-news/fashion-features/gloria-steinem-political-activist-journalist-dies-at-92-1239196275/
1321333741	20260903	202609	2026	2026.6658											ARE	DUBAI	ARE								0	043	043	04	1	2.8	1	1	1	-0.53557765876052	0								4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	20260903171500	https://www.riotimesonline.com/brazil-newspapers-call-justice-moraes-leave-supreme-court/
1321333742	20260903	202609	2026	2026.6658											ARG	BUENOS AIRES	ARG								1	042	042	04	1	1.9	6	1	6	-0.14134275618375	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333743	20260903	202609	2026	2026.6658											AUS	VICTORIA	AUS								1	042	042	04	1	1.9	5	1	5	-6.71140939597316	0								4	Norfolk County, Ontario, Canada	CA	CA08	12653	42.8333	-80.3333	-570257	4	Norfolk County, Ontario, Canada	CA	CA08	12653	42.8333	-80.3333	-570257	20260903171500	https://www.brantfordexpositor.ca:443/news/local-news/cleanup-underway-after-storm-blows-through-norfolk-county
1321333744	20260903	202609	2026	2026.6658											BEL	BELGIUM	BEL								1	030	030	03	1	4.0	5	1	5	4.37956204379562	0								4	Herstal, Waals Gewest, Belgium	BE	BE14	5851	50.6702	5.62888	-1960489	4	Herstal, Waals Gewest, Belgium	BE	BE14	5851	50.6702	5.62888	-1960489	20260903171500	https://www.thehindubusinessline.com/economy/india-and-belgium-sign-defence-agreements-to-boost-industrial-and-military-ties/article71424813.ece
1321333745	20260903	202609	2026	2026.6658											BEL	BELGIUM	BEL								1	057	057	05	1	8.0	2	1	2	4.37956204379562	0								4	Kalyani, Karnataka, India	IN	IN19	17681	17.8667	76.95	-2090726	4	Herstal, Waals Gewest, Belgium	BE	BE14	5851	50.6702	5.62888	-1960489	20260903171500	https://www.thehindubusinessline.com/economy/india-and-belgium-sign-defence-agreements-to-boost-industrial-and-military-ties/article71424813.ece
1321333746	20260903	202609	2026	2026.6658											BRA	BRAZIL	BRA								0	036	036	03	1	4.0	2	1	2	0.846354166666667	0								4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	4	Sao Paulo, SãPaulo, Brazil	BR	BR27	11543	-23.5333	-46.6167	-671824	20260903171500	https://www.riotimesonline.com/santander-brasil-minority-buyout-2026/
1321333747	20260903	202609	2026	2026.6658											BRA	BRAZIL	BRA								0	100	100	10	3	-5.0	2	1	2	-0.53557765876052	0								4	Dirceu, ParáR, Brazil	BR	BR16	18585	-1.36667	-46.55	-640174	4	Dirceu, ParáR, Brazil	BR	BR16	18585	-1.36667	-46.55	-640174	20260903171500	https://www.riotimesonline.com/brazil-newspapers-call-justice-moraes-leave-supreme-court/
1321333748	20260903	202609	2026	2026.6658											BRA	BRAZIL	BRA								0	113	113	11	3	-2.0	4	1	4	-0.53557765876052	0								4	Dirceu, ParáR, Brazil	BR	BR16	18585	-1.36667	-46.55	-640174	4	Dirceu, ParáR, Brazil	BR	BR16	18585	-1.36667	-46.55	-640174	20260903171500	https://www.riotimesonline.com/brazil-newspapers-call-justice-moraes-leave-supreme-court/
1321333749	20260903	202609	2026	2026.6658											BRA	BRAZIL	BRA								1	141	141	14	3	-6.5	1	1	1	-0.53557765876052	0								4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	4	Guarulhos, SãPaulo, Brazil	BR	BR27	11543	-23.4667	-46.5333	-645949	20260903171500	https://www.riotimesonline.com/brazil-newspapers-call-justice-moraes-leave-supreme-court/
1321333750	20260903	202609	2026	2026.6658											BUS	COMPANIES						BUS			0	014	014	01	1	0.0	3	1	3	-4.00326797385621	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20260903171500	https://www.riotimesonline.com/ecopetrol-sirius-gas-community-demands-2026/
1321333751	20260903	202609	2026	2026.6658											BUS	PRODUCER						BUS			1	040	040	04	1	1.0	6	1	6	3.7593984962406	0								1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20260903171500	https://www.wjhg.com/2026/09/03/daily-qa-how-much-do-you-love-your-pet/
1321333752	20260903	202609	2026	2026.6658											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	2	1	2	2.44755244755245	0								3	City Of Columbia, South Carolina, United States	US	USSC		34.0364	-80.9025	2404107	3	City Of Columbia, South Carolina, United States	US	USSC		34.0364	-80.9025	2404107	20260903171500	https://www.thecolumbiastar.com/articles/business-briefs-249/
1321333753	20260903	202609	2026	2026.6658											BUS	COMPANIES						BUS			0	043	043	04	1	2.8	3	1	3	-4.00326797385621	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20260903171500	https://www.riotimesonline.com/ecopetrol-sirius-gas-community-demands-2026/
1321333754	20260903	202609	2026	2026.6658											BUS	COMPANY						BUS			0	046	046	04	1	7.0	10	1	10	-4.00326797385621	0								4	La Guajira, Santander, Colombia	CO	CO26	14213	6.05	-74.3833	-588407	4	La Guajira, Santander, Colombia	CO	CO26	14213	6.05	-74.3833	-588407	20260903171500	https://www.riotimesonline.com/ecopetrol-sirius-gas-community-demands-2026/
1321333755	20260903	202609	2026	2026.6658											BUS	MANUFACTURER						BUS			1	046	046	04	1	7.0	10	1	10	4.22535211267606	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260903171500	https://www.thehindubusinessline.com/companies/siam-appoints-shenu-agarwal-md-ceo-ashok-leyland-as-its-president-for-2026-27/article71424986.ece
1321333756	20260903	202609	2026	2026.6658											BUS	COMPANIES						BUS			1	051	051	05	1	3.4	5	1	5	2.48356464572681	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20260903171500	https://www.riotimesonline.com/pemex-mixed-contracts-private-investment-2026/
1321333757	20260903	202609	2026	2026.6658											BUS	COMPANY						BUS			0	1031	103	10	3	-5.0	10	1	10	-1.01641907740422	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260903171500	https://www.rismedia.com/2026/09/03/how-ai-tools-are-exposing-mls-data-and-your-brokerage-to-risk/
1321333758	20260903	202609	2026	2026.6658											BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	10	1	10	-1.52284263959391	0								5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	20260903171500	https://tribuneonlineng.com/oyo-govt-intensifies-crackdown-on-street-trading-in-ibadan/
1321333759	20260903	202609	2026	2026.6658											CAN	NOVA SCOTIA	CAN								1	051	051	05	1	3.4	2	1	2	4.55486542443064	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260903171500	https://www.saltwire.com/cape-breton/walk-in-addiction-support-withdrawal-management-in-cape-breton
1321333760	20260903	202609	2026	2026.6658											CAN	NOVA SCOTIA	CAN								1	051	051	05	1	3.4	6	1	6	4.55486542443064	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	20260903171500	https://www.saltwire.com/cape-breton/walk-in-addiction-support-withdrawal-management-in-cape-breton
1321333761	20260903	202609	2026	2026.6658											CAN	NOVA SCOTIA	CAN								1	051	051	05	1	3.4	2	1	2	4.55486542443064	0								4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	20260903171500	https://www.saltwire.com/cape-breton/walk-in-addiction-support-withdrawal-management-in-cape-breton
1321333762	20260903	202609	2026	2026.6658											CAN	CANADA	CAN								0	060	060	06	2	6.0	1	1	1	1.13636363636363	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	3	Chapel Hill, North Carolina, United States	US	USNC		35.9429	-82.7088	1019601	20260903171500	https://www.saltwire.com/news/canada/the-key-to-winning-the-canada-u-s-trade-war-is-not-retaliating-says-think-tank/wcm/20110e63-9a65-48be-badc-c35ccb3c5e81
1321333763	20260903	202609	2026	2026.6658											CANMED	CANADIAN	CAN					MED			1	042	042	04	1	1.9	6	1	6	0	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20260903171500	https://www.thecolumbiastar.com/articles/alaska-the-final-frontier-dawson-city-pierre-berton-prisoner-of-the-north/
1321333764	20260903	202609	2026	2026.6658											CHL	CHILE	CHL								0	040	040	04	1	1.0	1	1	1	-0.14134275618375	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333765	20260903	202609	2026	2026.6658											CHL	CHILE	CHL								0	042	042	04	1	1.9	2	1	2	-0.14134275618375	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	1	United States	US	US		39.828175	-98.5795	US	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333766	20260903	202609	2026	2026.6658											CHL	SANTIAGO	CHL								0	042	042	04	1	1.9	1	1	1	-0.14134275618375	0								4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333767	20260903	202609	2026	2026.6658											CHL	CHILEAN	CHL								1	046	046	04	1	7.0	1	1	1	-0.14134275618375	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333768	20260903	202609	2026	2026.6658											CHL	CHILEAN	CHL								1	046	046	04	1	7.0	1	1	1	-0.14134275618375	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333769	20260903	202609	2026	2026.6658											CHL	CHILE	CHL								0	057	057	05	1	8.0	2	1	2	-0.14134275618375	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333770	20260903	202609	2026	2026.6658											CHLGOV	CHILE	CHL					GOV			0	040	040	04	1	1.0	2	1	2	-0.14134275618375	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20260903171500	https://www.riotimesonline.com/milei-madrid-forum-santiago-kast-2026/
1321333771	20260903	202609	2026	2026.6658											COL	COLOMBIA	COL								0	040	040	04	1	1.0	20	1	10	-4.00326797385621	0								4	La Guajira, Santander, Colombia	CO	CO26	14213	6.05	-74.3833	-588407	4	La Guajira, Santander, Colombia	CO	CO26	14213	6.05	-74.3833	-588407	20260903171500	https://www.riotimesonline.com/ecopetrol-sirius-gas-community-demands-2026/
1321333772	20260903	202609	2026	2026.6658											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	-5.52147239263804	0								4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20260903171500	https://www.euronews.com/my-europe/2026/09/03/two-arrested-after-attack-on-defence-companies-in-munich
1321333773	20260903	202609	2026	2026.6658											COP	POLICE						COP			0	040	040	04	1	1.0	10	1	10	-3.44827586206896	0								4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20260903171500	https://www.helsinkitimes.fi/finland/finland-news/domestic/29230-two-major-demonstrations-set-for-central-helsinki-on-saturday.html
1321333774	20260903	202609	2026	2026.6658											COP	PRISON						COP			0	040	040	04	1	1.0	4	1	4	-6.6167290886392	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20260903171500	https://www.belfastlive.co.uk/news/belfast-news/former-french-foreign-legionnaire-jailed-34564080
1321333775	20260903	202609	2026	2026.6658											COP	PRISON						COP			0	040	040	04	1	1.0	6	1	6	-6.6167290886392	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20260903171500	https://www.belfastlive.co.uk/news/belfast-news/former-french-foreign-legionnaire-jailed-34564080
1321333776	20260903	202609	2026	2026.6658											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-5.20446096654275	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20260903171500	https://www.belfastlive.co.uk/news/belfast-news/review-finds-10-incidents-pursued-34563262
1321333777	20260903	202609	2026	2026.6658											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-6.6167290886392	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260903171500	https://www.belfastlive.co.uk/news/belfast-news/former-french-foreign-legionnaire-jailed-34564080
1321333778	20260903	202609	2026	2026.6658											COP	POLICE						COP			0	173	173	17	4	-5.0	10	1	10	-1.99203187250996	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260903171500	https://www.foxnews.com/tech/privacy-risk-moving-retirement-community
1321333779	20260903	202609	2026	2026.6658											CRM	GANG						CRM			0	173	173	17	4	-5.0	2	1	2	-5.05529225908373	0								3	Carroll County, Arkansas, United States	US	USAR		36.3334	-93.5169	66975	3	Carroll County, Arkansas, United States	US	USAR		36.3334	-93.5169	66975	20260903171500	https://www.foxnews.com/politics/dem-senate-nominee-changes-tune-ice-after-vowing-not-one-more-dime-agency
1321333780	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			1	010	010	01	1	0.0	10	1	10	-4.00326797385621	0								4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	20260903171500	https://www.riotimesonline.com/ecopetrol-sirius-gas-community-demands-2026/
1321333781	20260903	202609	2026	2026.6658											CVL	VOTER						CVL			0	020	020	02	1	3.0	3	1	3	-5.05529225908373	0								3	Carroll County, Arkansas, United States	US	USAR		36.3334	-93.5169	66975	3	Carroll County, Arkansas, United States	US	USAR		36.3334	-93.5169	66975	20260903171500	https://www.foxnews.com/politics/dem-senate-nominee-changes-tune-ice-after-vowing-not-one-more-dime-agency
1321333782	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	6	1	6	2.44755244755245	0								3	City Of Columbia, South Carolina, United States	US	USSC		34.0364	-80.9025	2404107	3	City Of Columbia, South Carolina, United States	US	USSC		34.0364	-80.9025	2404107	20260903171500	https://www.thecolumbiastar.com/articles/business-briefs-249/
1321333783	20260903	202609	2026	2026.6658											CVL	ENGINEER						CVL			1	046	046	04	1	7.0	10	1	10	1.12721417069243	0								4	Monza, Lombardia, Italy	IT	IT09	18363	45.5833	9.26667	-122630	4	Monza, Lombardia, Italy	IT	IT09	18363	45.5833	9.26667	-122630	20260903171500	https://www.formula1.com/en/latest/article/lawson-details-biggest-challenge-of-red-bull-switch-as-he-explains-preparation-for-next-outing-in-monza.3dlFi54JDP75xJn7R5roav
1321333784	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	5	1	5	3.125	0								4	Carleton Place, Ontario, Canada	CA	CA08	12671	45.1333	-76.1333	-562230	4	Carleton Place, Ontario, Canada	CA	CA08	12671	45.1333	-76.1333	-562230	20260903171500	https://www.insideottawavalley.com/news/take-back-the-night-lanark/article_e5e532db-be3f-5e91-a4fe-16b57b946daa.html
1321333785	20260903	202609	2026	2026.6658											CVL	VOTER						CVL			1	060	060	06	2	6.0	3	1	3	2.27471566054243	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20260903171500	https://www.farmanddairy.com/columns/ohio-wildlife-history-part-4-odnr-creation/927429.html
