1321336018	20260827	202608	2026	2026.6493	JUD	PROSECUTING ATTORNEY						JUD			COP	POLICE						COP			1	173	173	17	4	-5.0	3	1	3	-9.52955367913145	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260903173000	https://www.dailymail.com/crime-desk/article-16102037/Veteran-Hawaii-cop-car-crash-female-victim-raped-arrested.html
1321336019	20260827	202608	2026	2026.6493	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	081	081	08	2	5.0	4	1	4	-4.68986384266263	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	20260903173000	https://dailycaller.com/2026/09/03/karyann-parkinson-virginia-child-protective-services-walk-to-pond/
1321336020	20260827	202608	2026	2026.6493	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	4	1	4	-4.68986384266263	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	3	Williamsburg, Virginia, United States	US	USVA	VA830	37.2707	-76.7075	1498551	20260903173000	https://dailycaller.com/2026/09/03/karyann-parkinson-virginia-child-protective-services-walk-to-pond/
1321336021	20260827	202608	2026	2026.6493	JUD	PROSECUTING ATTORNEY						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-9.52955367913145	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20260903173000	https://www.dailymail.com/crime-desk/article-16102037/Veteran-Hawaii-cop-car-crash-female-victim-raped-arrested.html
1321336022	20260827	202608	2026	2026.6493	JUD	PROSECUTING ATTORNEY						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	3	1	3	-9.52955367913145	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260903173000	https://www.dailymail.com/crime-desk/article-16102037/Veteran-Hawaii-cop-car-crash-female-victim-raped-arrested.html
1321336023	20260827	202608	2026	2026.6493	OMN	MUSCAT	OMN																		1	120	120	12	3	-4.0	10	1	10	-3.5958904109589	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260903173000	https://nypost.com/2026/09/03/us-news/oman-quietly-rejects-irans-pitch-for-strait-of-hormuz-fees-despite-irgc-claim-of-deal/
1321336024	20260827	202608	2026	2026.6493	PSE	PALESTINIAN	PSE																		1	1053	105	10	3	-5.0	6	1	6	-6.89655172413793	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20260903173000	https://www.arabnews.com/middle-east/israel-transfers-body-of-slain-palestinian-to-family-after-8-months-of-retention-3000411
1321336025	20260827	202608	2026	2026.6493	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	7	1	7	-2.06611570247933	3	Long Island, Connecticut, United States	US	USCT	CT001	41.2182	-73.1134	208563	0								3	Long Island, Connecticut, United States	US	USCT		41.2182	-73.1134	208563	20260903173000	https://onthewater.com/barracuda-landed-in-massachusetts-a-rare-warm-water-visitor-to-the-northeast-canyons
1321336026	20260827	202608	2026	2026.6493	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	1	1	1	-2.06611570247933	3	Long Island, Connecticut, United States	US	USCT	CT001	41.2182	-73.1134	208563	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260903173000	https://onthewater.com/barracuda-landed-in-massachusetts-a-rare-warm-water-visitor-to-the-northeast-canyons
1321336027	20260827	202608	2026	2026.6493	USA	UNITED STATES	USA								JUD	PROSECUTING ATTORNEY						JUD			1	180	180	18	4	-9.0	4	1	4	-9.52955367913145	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260903173000	https://www.dailymail.com/crime-desk/article-16102037/Veteran-Hawaii-cop-car-crash-female-victim-raped-arrested.html
1321336028	20260902	202609	2026	2026.6630	FRA	FRENCH	FRA								GBRGOV	DOWNING STREET	GBR					GOV			1	042	042	04	1	1.9	3	1	3	-3.04506699147382	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260903173000	https://www.express.co.uk/news/politics/2245312/france-facing-fresh-fury-new
1321336029	20260902	202609	2026	2026.6630	FRAGOV	FRENCH	FRA					GOV			CRM	SMUGGLER						CRM			1	035	035	03	1	7.0	3	1	3	-3.04506699147382	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260903173000	https://www.express.co.uk/news/politics/2245312/france-facing-fresh-fury-new
1321336030	20260902	202609	2026	2026.6630	GBRGOV	DOWNING STREET	GBR					GOV			FRA	FRENCH	FRA								1	043	043	04	1	2.8	3	1	3	-3.04506699147382	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260903173000	https://www.express.co.uk/news/politics/2245312/france-facing-fresh-fury-new
1321336031	20260902	202609	2026	2026.6630	GOVHLH	WELFARE MINIST						GOV	HLH												1	014	014	01	1	0.0	5	1	5	-2.41545893719807	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20260903173000	https://theindianawaaz.com/punjab-launches-pehchaan-portal-to-identify-unclaimed-unidentified-bodies/
1321336032	20260902	202609	2026	2026.6630	MED	WRITER						MED			NGA	NIGERIA	NGA								1	040	040	04	1	1.0	4	1	4	0.37593984962406	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	20260903173000	https://leadership.ng/create-conducive-atmosphere-for-oil-gas-investors-tuc-charges-fg/
1321336033	20260902	202609	2026	2026.6630	NGA	NIGERIA	NGA								MED	WRITER						MED			1	026	026	02	1	4.0	4	1	4	0.37593984962406	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20260903173000	https://leadership.ng/create-conducive-atmosphere-for-oil-gas-investors-tuc-charges-fg/
1321336034	20260902	202609	2026	2026.6630	NGA	NIGERIA	NGA								MED	WRITER						MED			1	040	040	04	1	1.0	4	1	4	0.37593984962406	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	4	Lawan, Nigeria (general), Nigeria	NI	NI00	191237	7.25	3.28333	-2017628	20260903173000	https://leadership.ng/create-conducive-atmosphere-for-oil-gas-investors-tuc-charges-fg/
1321336035	20260903	202609	2026	2026.6658											ARM	ARMENIA	ARM								1	173	173	17	4	-5.0	4	1	4	-7.29613733905579	0								4	Hayastan, , Armenia	AM	AM00	4903	40	45	-2879362	4	Hayastan, , Armenia	AM	AM00	4903	40	45	-2879362	20260903173000	https://www.panorama.am/en/news/2026/09/03/Tsarukyan-detention/3167997
1321336036	20260903	202609	2026	2026.6658											BRA	BRAZIL	BRA								0	046	046	04	1	7.0	10	1	10	0.61601642710472	0								4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20260903173000	https://www.upi.com/Top_News/World-News/2026/09/03/latam-lula-DiCaprio-meeting-environment-meeting/9051788452618/
1321336037	20260903	202609	2026	2026.6658											BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	2.62329485834208	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260903173000	https://www.orlandosentinel.com/2026/09/03/sierra-space-lines-up-dream-chaser-customers-but-launch-date-still-tbd/
1321336038	20260903	202609	2026	2026.6658											BUS	INVESTOR						BUS			0	0211	021	02	1	3.4	40	1	40	-1.53383277109415	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260903173000	https://www.investegate.co.uk/announcement/rns/valereum-plc--vlrm/holding-s-in-company-correction/9755063
1321336039	20260903	202609	2026	2026.6658											BUS	SERVER						BUS			1	042	042	04	1	1.9	5	1	5	-2.13723284589426	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20260903173000	https://www.miragenews.com/bias-blocks-indigenous-job-seekers-from-1738458/
1321336040	20260903	202609	2026	2026.6658											CAN	CANADA	CAN								1	036	036	03	1	4.0	8	1	8	-4.0650406504065	0								4	Essex, Ontario, Canada	CA	CA08	12649	42.1667	-82.8167	-564336	4	Essex, Ontario, Canada	CA	CA08	12649	42.1667	-82.8167	-564336	20260903173000	https://www.am800cklw.com/news/damaging-winds-and-flooding-possible-during-major-storm-across-windsor-essex/
1321336041	20260903	202609	2026	2026.6658											CANJUD	ONTARIO	CAN					JUD			1	051	051	05	1	3.4	20	2	20	-3.30578512396695	0								0								0								20260903173000	https://www.saultstar.com:443/news/man-committed-to-doing-better-after-drug-charges
1321336042	20260903	202609	2026	2026.6658											CHL	CHILE	CHL								0	042	042	04	1	1.9	4	1	4	1.97594501718213	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	United Kingdom	UK	UK		54	-4	UK	20260903173000	https://www.dailymail.com/tvshowbiz/article-16102757/John-Malkovich-retirement-oscars-acting.html
1321336043	20260903	202609	2026	2026.6658											CHN	CHINA	CHN								1	061	061	06	2	6.4	10	1	10	1.60116448326055	0								4	Nong Li, Guangxi, China	CH	CH16	13058	22.6961	107.621	306033	4	Nong Li, Guangxi, China	CH	CH16	13058	22.6961	107.621	306033	20260903173000	https://www.themarketsdaily.com/2026/09/03/critical-survey-china-resources-enterprise-otcmktscrhky-vs-grupo-carso-otcmktsgpovy.html
1321336044	20260903	202609	2026	2026.6658											CHR	CHRISTIAN				CHR					0	112	112	11	3	-2.0	12	1	6	-12.1621621621622	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260903173000	https://www.independent.co.uk/news/world/americas/us-politics/minneapolis-shooting-castro-ice-charges-b3044320.html
1321336045	20260903	202609	2026	2026.6658											CHRCTH418	CAPUCHINS				CHR	CTH				1	020	020	02	1	3.0	6	1	6	-0.13850415512465	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20260903173000	https://www.adweek.com/social-marketing/what-primates-can-teach-us-about-social-media-marketing/
1321336046	20260903	202609	2026	2026.6658											CHRCTH418	CAPUCHINS				CHR	CTH				1	020	020	02	1	3.0	4	1	4	-0.13850415512465	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260903173000	https://www.adweek.com/social-marketing/what-primates-can-teach-us-about-social-media-marketing/
1321336047	20260903	202609	2026	2026.6658											CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				1	036	036	03	1	4.0	10	1	10	7.93650793650794	0								0								0								20260903173000	https://www.wfiwradio.com/2026/09/03/buckeye-christian-church-to-host-free-fish-fry-saturday/
1321336048	20260903	202609	2026	2026.6658											CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				1	042	042	04	1	1.9	10	1	10	7.93650793650794	0								0								0								20260903173000	https://www.wfiwradio.com/2026/09/03/buckeye-christian-church-to-host-free-fish-fry-saturday/
1321336049	20260903	202609	2026	2026.6658											CRM	CRIMINAL						CRM			1	040	040	04	1	1.0	6	1	6	-3.9778449144008	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260903173000	https://www.dailykos.com/stories/2026/9/3/800093419/community/is-jeffries-a-traitor-for-meeting-with-a-genocidal-traitor-does-the-common-ground-he-seeks-reside-therein-if-we-sweep-this-under-the-rug-theyll-roll-our-corpse-in-it-buynott-nbf/
1321336050	20260903	202609	2026	2026.6658											CRM	CRIMINAL						CRM			1	110	110	11	3	-2.0	6	1	6	-3.9778449144008	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260903173000	https://www.dailykos.com/stories/2026/9/3/800093419/community/is-jeffries-a-traitor-for-meeting-with-a-genocidal-traitor-does-the-common-ground-he-seeks-reside-therein-if-we-sweep-this-under-the-rug-theyll-roll-our-corpse-in-it-buynott-nbf/
1321336051	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	2	1	2	-0.982800982800979	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20260903173000	https://www.deccanchronicle.com/southern-states/telangana/revanth-reddy-appoints-3-bc-women-to-key-posts-in-govt-1984621
1321336052	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	3	1	3	-0.982800982800979	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Warangal, Andhra Pradesh, India	IN	IN02	17568	18	79.5833	-2114674	20260903173000	https://www.deccanchronicle.com/southern-states/telangana/revanth-reddy-appoints-3-bc-women-to-key-posts-in-govt-1984621
1321336053	20260903	202609	2026	2026.6658											CVL	NEIGHBORHOOD						CVL			0	046	046	04	1	7.0	20	1	20	1.27737226277372	0								3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	20260903173000	https://www.ksl.com:443/article/51618832/the-sweet-way-a-utah-donut-shop-is-saving-lives
1321336054	20260903	202609	2026	2026.6658											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	2	1	2	-13.4020618556701	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20260903173000	https://www.abc15.com/news/region-central-southern-az/tucson/deadly-tucson-bar-shooting-ruled-a-targeted-hate-crime-heres-what-local-and-state-bias-data-reveals
1321336055	20260903	202609	2026	2026.6658											CVL	RESIDENTS						CVL			0	100	100	10	3	-5.0	2	1	2	-7.08333333333337	0								4	Xuma, Eastern Cape, South Africa	SF	SF05	77321	-31.8174	26.7376	-1303957	4	Xuma, Eastern Cape, South Africa	SF	SF05	77321	-31.8174	26.7376	-1303957	20260903173000	https://www.sanews.gov.za/south-africa/jcps-concerned-over-ab-xuma-local-municipality-instability
1321336056	20260903	202609	2026	2026.6658											EDU	COLLEGE						EDU			1	010	010	01	1	0.0	2	1	2	-2.91734197730957	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Bob Jones University, South Carolina, United States	US	USSC		34.874	-82.364	1246925	20260903173000	https://www.wbur.org/news/2026/09/03/trump-administration-colleges-tax-exempt-status-dei
1321336057	20260903	202609	2026	2026.6658											EDU	STUDENT						EDU			0	012	012	01	1	-0.4	3	1	3	3.5248041775457	0								4	Asaba, Delta, Nigeria	NI	NI36	191318	6.20064	6.73385	-2000519	4	Asaba, Delta, Nigeria	NI	NI36	191318	6.20064	6.73385	-2000519	20260903173000	https://quicknews-africa.net/nepl-seplat-jv-establishes-two-steam-labs-in-delta/
1321336058	20260903	202609	2026	2026.6658											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	6	1	6	-2.42290748898679	0								4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20260903173000	https://www.thehindu.com/newsletter/the-evening-wrap/the-hindu-evening-wrap-september-3-2026/article71425060.ece
1321336059	20260903	202609	2026	2026.6658											EDU	STUDENT						EDU			0	036	036	03	1	4.0	6	1	6	-2.40963855421687	0								3	Allen School, Washington, United States	US	USWA		47.6773	-122.353	1509811	3	Allen School, Washington, United States	US	USWA		47.6773	-122.353	1509811	20260903173000	https://jonathanturley.org/2022/07/14/performative-acts-of-conformity-professor-sues-university-of-washington-over-land-acknowledgment-statement/
1321336060	20260903	202609	2026	2026.6658											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	3.7280701754386	0								3	Great Salt Lake, Utah, United States	US	USUT		41.1643	-112.548	1441459	3	Great Salt Lake, Utah, United States	US	USUT		41.1643	-112.548	1441459	20260903173000	https://www.ksl.com:443/article/51619402/from-struggle-to-recognition-how-one-moms-art-made-its-way-to-ogdens-streets
1321336061	20260903	202609	2026	2026.6658											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	4	1	4	3.7280701754386	0								1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20260903173000	https://www.ksl.com:443/article/51619402/from-struggle-to-recognition-how-one-moms-art-made-its-way-to-ogdens-streets
1321336062	20260903	202609	2026	2026.6658											EDU	PROFESSOR						EDU			1	043	043	04	1	2.8	2	1	2	1.08864696734059	0								4	Jahangirnagar, Bangladesh (general), Bangladesh	BG	BG00	5787	24.5333	90.5833	-2722360	4	Jahangirnagar, Bangladesh (general), Bangladesh	BG	BG00	5787	24.5333	90.5833	-2722360	20260903173000	https://www.bssnews.net/news/420927
1321336063	20260903	202609	2026	2026.6658											EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	10	1	10	1.5748031496063	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20260903173000	http://www.scsu.edu/news/2026_09_03_president_conyers.php
1321336064	20260903	202609	2026	2026.6658											EDU	PROFESSOR						EDU			0	060	060	06	2	6.0	3	1	3	2.04708290685772	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260903173000	https://gwhatchet.com/2026/09/03/corcoran-school-faculty-staff-bring-pieces-on-collectivity-to-multidisciplinary-showcase/
1321336065	20260903	202609	2026	2026.6658											EDU	UNIVERSITY						EDU			0	100	100	10	3	-5.0	5	1	5	4.98442367601246	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20260903173000	https://www.deccanchronicle.com/southern-states/telangana/making-students-industry-ready-through-skill-based-education-priority-of-universities-ou-v-c-prof-m-kumar-molugaram-1984624
1321336066	20260903	202609	2026	2026.6658											EDU	COLLEGE						EDU			1	110	110	11	3	-2.0	2	1	2	-2.91734197730957	0								3	Bob Jones University, South Carolina, United States	US	USSC		34.874	-82.364	1246925	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260903173000	https://www.wbur.org/news/2026/09/03/trump-administration-colleges-tax-exempt-status-dei
1321336067	20260903	202609	2026	2026.6658											EDU	COLLEGE						EDU			1	110	110	11	3	-2.0	2	1	2	-2.91734197730957	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260903173000	https://www.wbur.org/news/2026/09/03/trump-administration-colleges-tax-exempt-status-dei
